order_id,customer_id,product_id,order_date,delivered_date,quantity,payment_method,region,total_amount,shipping_cost,profit_margin
O100288,C16363,P208681,024-9/-16,024-9/-22,2,Debit Card,South,105.2,6.11,41.23
O100289,C15685,P240964,25-/2-5/,025-4/-10,1,COD,South,64.48,5.73,12.32
O100290,C10854,P208267,025-8/-17,025-8/-22,1,Credit Card,South,132.24,7.31,8.56
O100291,C15855,P205372,24-/2-1/,24-/2-7/,1,Credit Card,North,28.53,5.06,7.78
O100292,C17392,P238918,24-/2-7/,024-1/-12,2,Credit Card,East,72.43,5.5,14.78
O100293,C16528,P210920,2024-12-18,2024-12-23,3,PayPal,East,794.52,8.39,86.95
O100294,C13474,P248769,2024-11-23,2024-11-29,1,Debit Card,East,6.06,4.24,-1.51
O100295,C15757,P216856,023-2/-2/,023-2/-8/,3,Wallet,South,479.17,9.79,47.71
O100296,C15249,P227785,024-8/-25,024-8/-29,2,Debit Card,North,44.72,5.92,9.73
O100297,C15172,P247915,025-8/-25,025-8/-29,1,Wallet,West,25.35,4.56,5.58
O100298,C11707,P217221,024-5/-29,24-/2-1/,1,UPI,North,157.79,6.55,12.38
O100299,C12777,P225178,024-8/-13,024-8/-17,1,COD,North,223.2,8.23,58.73
O100300,C15791,P233954,025-5/-31,25-/2-3/,1,UPI,North,46.48,6.37,-2.65
O100301,C11733,P206461,024-2/-19,024-2/-24,1,Debit Card,West,73.6,6.89,1.94
O100302,C15535,P217865,025-1/-16,025-1/-19,1,Credit Card,Central,76.74,4.75,16.74
O100303,C16390,P244232,24-/2-4/,24-/2-8/,1,Credit Card,North,11.8,2.72,2.59
O100304,C14931,P214052,25-/2-9/,025-7/-13,4,Credit Card,West,268.48,9.1,66.07
O100305,C13510,P230370,2024-11-14,2024-11-18,1,Debit Card,Central,10.56,4.11,0.64
O100306,C10202,P207332,025-7/-14,025-7/-17,1,Debit Card,Central,66.16,6.83,11.69
O100307,C13255,P249383,24-/2-4/,24-/2-8/,1,UPI,South,89.6,6.83,3.92
O100308,C14218,P200327,24-/2-3/,024-6/-10,1,Credit Card,East,141.01,8.29,8.63
O100309,C14496,P222765,2024-12-21,2024-12-27,1,UPI,East,130.91,9.17,30.1
O100310,C10766,P205239,024-3/-30,24-/2-3/,1,Wallet,Central,25.73,4.65,4.36
O100311,C14389,P210078,023-2/-8/,2023-12-14,1,PayPal,East,6.58,4.64,-2.01
O100312,C12327,P207038,24-/2-6/,024-1/-14,1,COD,South,21.29,4.35,2.04
O100313,C12931,P208048,025-6/-24,025-6/-27,2,Debit Card,North,359.12,9.09,34.0
O100314,C17777,P228671,024-2/-11,024-2/-15,1,UPI,Central,55.7,7.37,12.12
O100315,C10197,P214954,25-/2-9/,025-8/-13,3,UPI,Central,58.08,5.64,14.69
O100316,C17125,P235065,023-2/-8/,2023-12-15,1,PayPal,West,13.16,4.97,0.95
O100317,C11930,P245471,025-8/-25,25-/2-1/,2,Credit Card,Central,123.76,6.41,43.09
O100318,C13582,P202779,2024-11-19,2024-11-23,1,Credit Card,North,311.23,9.77,27.58
O100319,C16895,P246474,025-7/-10,025-7/-16,1,Credit Card,East,42.33,5.1,9.72
O100320,C16287,P213225,025-3/-10,025-3/-15,1,Credit Card,West,79.46,6.14,16.11
O100321,C10608,P240086,25-/2-7/,025-9/-11,2,Debit Card,North,90.02,6.82,24.69
O100322,C13272,P232541,023-0/-8/,2023-10-13,2,Credit Card,South,168.32,9.43,66.31
O100323,C11147,P219720,024-7/-15,024-7/-20,1,Credit Card,East,46.12,5.88,7.03
O100324,C14282,P213531,024-2/-14,024-2/-19,1,Credit Card,Central,137.68,7.41,40.78
O100325,C13397,P205335,2023-11-26,023-2/-1/,1,Credit Card,East,26.56,6.21,1.23
O100326,C12511,P209530,24-/2-3/,24-/2-6/,3,UPI,North,32.37,5.31,6.02
O100327,C17516,P224791,024-8/-23,024-8/-28,1,Credit Card,South,57.28,5.49,14.56
O100328,C11794,P240270,023-2/-7/,2023-12-13,3,UPI,East,49.01,5.69,11.46
O100329,C10659,P201649,024-3/-23,024-3/-28,1,PayPal,South,17.4,3.31,4.52
O100330,C12811,P213472,2024-10-11,2024-10-16,5,Wallet,North,820.04,10.09,219.52
O100331,C17098,P202862,025-5/-17,025-5/-21,1,Credit Card,North,42.63,5.32,9.6
O100332,C16051,P225185,024-8/-19,024-8/-24,1,Credit Card,East,54.5,4.71,1.83
O100333,C16546,P227134,024-2/-15,024-2/-22,1,Debit Card,South,168.64,6.37,13.87
O100334,C11369,P200917,2023-10-11,2023-10-15,5,Credit Card,South,358.65,8.5,34.54
O100335,C11986,P212444,024-8/-10,024-8/-14,1,Debit Card,Central,335.37,8.0,85.9
O100336,C15630,P241121,023-0/-5/,023-0/-9/,2,COD,North,140.81,8.38,40.9
O100337,C10146,P220521,023-9/-24,023-9/-28,1,Wallet,West,553.17,10.14,144.75
O100338,C13219,P238217,24-/2-8/,024-7/-12,1,COD,West,111.39,6.42,32.57
O100339,C12911,P222066,025-2/-11,025-2/-16,3,COD,West,56.4,6.67,18.71
O100340,C11734,P202811,025-1/-31,25-/2-6/,1,COD,West,220.64,9.1,57.09
O100341,C11843,P236189,025-2/-27,25-/2-4/,1,Wallet,West,156.95,6.88,37.07
O100342,C10488,P209290,024-8/-10,024-8/-14,1,Debit Card,West,262.5,7.03,24.47
O100343,C12976,P235489,025-7/-31,25-/2-4/,2,COD,West,360.88,8.39,34.92
O100344,C11959,P227284,024-4/-25,024-4/-28,1,Debit Card,North,55.05,8.55,10.72
O100345,C15759,P224698,024-0/-9/,2024-10-12,2,UPI,North,254.88,8.95,62.42
O100346,C16694,P243660,24-/2-2/,24-/2-7/,2,Credit Card,South,719.06,10.58,75.71
O100347,C12385,P219637,024-9/-14,024-9/-17,1,Credit Card,North,30.1,4.22,6.32
O100348,C12919,P248024,2024-12-25,2024-12-30,1,Credit Card,East,16.83,5.8,-4.45
O100349,C14736,P233556,025-1/-12,025-1/-17,1,PayPal,South,77.57,7.05,2.26
O100350,C11802,P216640,25-/2-2/,25-/2-5/,1,Credit Card,North,18.05,4.08,-2.64
O100351,C16616,P204025,025-3/-13,025-3/-18,1,PayPal,South,27.81,5.24,5.88
O100352,C16065,P231476,24-/2-4/,24-/2-7/,1,Debit Card,Central,16.27,4.32,2.19
O100353,C16294,P206741,024-0/-1/,024-0/-6/,1,COD,South,8.01,4.27,-1.07
O100354,C15534,P203654,2024-11-13,2024-11-17,1,Debit Card,West,288.05,7.9,26.67
O100355,C14061,P246348,2024-11-16,2024-11-20,1,Debit Card,West,92.69,5.92,5.2
O100356,C13369,P240428,024-1/-21,024-1/-25,1,Credit Card,Central,159.09,7.28,11.81
O100357,C15730,P236019,025-5/-19,025-5/-25,1,Debit Card,South,204.99,9.08,15.52
O100358,C10262,P238036,25-/2-9/,025-2/-15,1,Credit Card,North,59.99,6.96,14.04
O100359,C15883,P244549,024-6/-29,24-/2-3/,1,UPI,North,5.78,3.6,-1.29
O100360,C16287,P229843,025-4/-28,25-/2-2/,1,UPI,North,11.45,4.23,-0.22
O100361,C16489,P223560,25-/2-4/,025-3/-10,3,COD,East,153.06,6.24,47.33
O100362,C10623,P246257,2024-12-30,25-/2-5/,2,Credit Card,East,243.8,7.61,65.53
O100363,C11016,P247899,024-5/-22,024-5/-27,1,UPI,East,74.47,6.44,2.5
O100364,C13643,P240330,25-/2-8/,025-5/-14,1,UPI,South,13.72,4.45,-0.61
O100365,C14976,P215987,023-9/-28,023-0/-4/,1,COD,South,12.83,3.98,0.51
O100366,C12049,P220810,025-6/-26,25-/2-2/,1,Debit Card,South,47.49,4.0,15.0
O100367,C17040,P220311,2023-12-20,2023-12-24,3,PayPal,West,423.98,7.45,111.26
O100368,C15423,P247159,025-8/-20,025-8/-25,1,COD,Central,259.63,7.67,70.22
O100369,C16397,P234920,025-1/-10,025-1/-16,1,Credit Card,East,405.15,8.54,40.08
O100370,C13723,P208738,025-5/-13,025-5/-20,1,Credit Card,East,38.45,4.35,-1.27
O100371,C14548,P207888,025-1/-12,025-1/-17,1,Debit Card,North,33.41,5.27,6.42
O100372,C13108,P242864,025-4/-26,25-/2-2/,2,Debit Card,East,189.77,6.93,50.0
O100373,C15279,P205474,024-7/-31,24-/2-5/,1,Credit Card,West,12.44,5.39,-4.39
O100374,C14090,P200488,024-5/-10,024-5/-15,1,Credit Card,South,10.41,4.26,-1.35
O100375,C17158,P224144,025-8/-19,025-8/-24,2,Credit Card,East,27.34,3.95,3.71
O100376,C12056,P205622,25-/2-8/,025-1/-13,1,UPI,South,90.91,7.29,3.62
O100377,C17400,P231830,025-6/-17,025-6/-22,1,Credit Card,East,104.23,7.6,21.58
O100378,C13170,P236542,025-6/-28,25-/2-1/,1,PayPal,North,10.46,4.29,-0.11
O100379,C11682,P239214,24-/2-9/,024-3/-15,1,Debit Card,East,287.08,9.02,25.43
O100380,C16959,P227648,024-4/-17,024-4/-23,1,Wallet,South,20.0,4.43,-2.83
O100381,C12255,P232697,025-5/-29,25-/2-3/,2,Debit Card,West,323.73,9.07,88.05
O100382,C11154,P225223,024-8/-24,024-8/-30,1,UPI,East,405.42,10.12,103.4
O100383,C14499,P221865,025-8/-17,025-8/-21,1,Credit Card,South,22.98,4.59,5.75
O100384,C16295,P208572,025-7/-16,025-7/-22,1,Credit Card,South,188.62,9.83,12.8
O100385,C16197,P240601,023-1/-9/,2023-11-14,1,UPI,North,23.1,5.96,2.13
O100386,C13191,P243026,024-6/-25,024-6/-29,2,COD,North,50.96,4.87,12.97
O100387,C11696,P223501,024-4/-22,024-4/-26,1,COD,North,61.52,6.74,10.49
O100388,C13991,P226866,024-1/-20,024-1/-24,4,Credit Card,Central,30.28,5.62,-3.2
O100389,C14723,P212416,25-/2-1/,25-/2-5/,1,Debit Card,South,17.21,4.89,-0.07
O100390,C14682,P225775,025-1/-24,025-1/-29,3,Credit Card,South,82.77,7.02,30.23
O100391,C11648,P229080,024-4/-13,024-4/-18,1,UPI,North,274.39,10.65,22.28
O100392,C15539,P204887,2024-11-13,2024-11-18,1,Credit Card,West,70.95,5.23,16.06
O100393,C11445,P219374,023-2/-6/,2023-12-12,1,Credit Card,West,5.07,1.72,0.56
O100394,C14199,P216605,24-/2-6/,024-9/-11,1,Wallet,East,22.88,3.63,2.78
O100395,C13923,P215684,024-2/-19,024-2/-24,1,Credit Card,South,11.37,5.23,-4.32
O100396,C10253,P224002,024-7/-22,024-7/-25,2,COD,Central,2.83,2.44,-2.21
O100397,C17394,P226015,2024-12-26,25-/2-1/,2,Wallet,West,273.74,9.52,72.6
O100398,C13183,P222972,025-6/-18,025-6/-21,4,Wallet,North,271.52,10.2,11.52
O100399,C12557,P200617,24-/2-7/,024-9/-11,3,Credit Card,South,53.11,7.43,16.47
O100400,C15592,P246404,25-/2-6/,025-4/-11,1,Debit Card,East,21.82,4.42,4.31
O100401,C10098,P235338,25-/2-7/,025-1/-11,1,Debit Card,Central,86.09,6.8,17.31
O100402,C12200,P206309,025-6/-12,025-6/-17,1,Credit Card,East,407.78,8.52,40.41
O100403,C15980,P219139,024-9/-15,024-9/-18,1,Debit Card,North,14.89,2.72,-1.53
O100404,C12961,P202790,024-1/-5/,024-1/-9/,2,PayPal,North,1229.56,9.78,137.77
O100405,C16015,P207826,025-7/-23,025-7/-27,1,COD,Central,62.79,5.42,16.56
O100406,C14973,P212134,2023-11-30,023-2/-5/,1,Debit Card,East,474.34,7.97,48.95
O100407,C14433,P219693,024-3/-19,024-3/-26,1,UPI,South,44.99,6.17,9.58
O100408,C13777,P204054,2024-11-13,2024-11-18,1,Credit Card,South,30.06,4.88,5.64
O100409,C12869,P216090,25-/2-9/,025-4/-14,1,Credit Card,North,18.04,4.68,3.44
O100410,C13234,P223808,2024-11-17,2024-11-21,1,PayPal,West,6.42,3.19,-2.68
O100411,C13791,P240449,2024-11-24,2024-11-29,1,Credit Card,West,142.99,7.03,10.13
O100412,C10956,P215569,2023-10-22,2023-10-27,2,UPI,North,5.34,3.02,-0.88
O100413,C15800,P232227,025-2/-26,25-/2-2/,1,UPI,North,411.4,9.03,40.34
O100414,C14067,P206508,25-/2-1/,25-/2-9/,1,Debit Card,North,761.41,10.19,81.18
O100415,C10160,P216608,024-2/-4/,024-2/-7/,1,Wallet,North,68.32,6.16,24.58
O100416,C15699,P223523,024-4/-18,024-4/-24,1,UPI,East,19.09,5.18,2.46
O100417,C16944,P210433,2023-10-31,023-1/-5/,2,PayPal,East,164.26,9.29,10.42
O100418,C14493,P231939,2023-10-31,023-1/-5/,1,Credit Card,West,92.4,6.44,25.9
O100419,C11300,P245112,024-6/-20,024-6/-24,1,Debit Card,South,472.75,10.23,46.5
O100420,C14911,P224520,025-7/-12,025-7/-15,1,COD,North,4.57,0.29,0.08
O100421,C13987,P211888,025-5/-25,025-5/-31,1,UPI,East,85.01,5.36,24.39
O100422,C11527,P230932,024-3/-15,024-3/-18,1,Debit Card,Central,94.09,6.62,19.73
O100423,C16015,P219734,2024-12-13,2024-12-16,3,Debit Card,North,89.34,7.17,-0.02
O100424,C15511,P203827,2024-11-19,2024-11-22,2,Debit Card,Central,15.95,3.6,3.58
O100425,C15254,P216257,24-/2-7/,024-9/-11,1,Credit Card,Central,21.14,4.43,-2.74
O100426,C11218,P232194,2024-12-31,25-/2-6/,1,Debit Card,South,17.39,5.43,-4.04
O100427,C14496,P231318,24-/2-7/,024-9/-16,3,COD,East,28.61,4.31,3.7
O100428,C14735,P216793,024-1/-8/,2024-11-13,3,Debit Card,South,62.91,6.41,21.9
O100429,C13104,P234684,024-3/-29,24-/2-3/,3,COD,West,170.37,6.93,52.7
O100430,C12735,P228014,024-2/-8/,2024-12-13,1,Credit Card,South,3.24,3.02,-2.76
O100431,C14555,P202859,25-/2-5/,025-4/-10,1,Credit Card,South,35.97,6.26,6.33
O100432,C10954,P239840,2024-12-30,25-/2-3/,1,Debit Card,South,9.13,3.36,0.29
O100433,C14565,P231856,025-5/-22,025-5/-27,1,Debit Card,West,57.23,8.05,11.98
O100434,C13446,P248291,2023-10-13,2023-10-18,1,PayPal,East,41.03,5.75,8.61
O100435,C11045,P234819,025-8/-16,025-8/-20,2,COD,West,585.14,8.88,61.34
O100436,C16893,P220085,025-3/-18,025-3/-22,2,Credit Card,South,9.68,4.6,-0.24
O100437,C11693,P208214,2024-11-13,2024-11-17,1,UPI,South,12.29,2.83,1.47
O100438,C16181,P235736,024-3/-16,024-3/-20,2,Credit Card,North,590.96,10.05,60.87
O100439,C16373,P241704,25-/2-6/,025-9/-10,1,UPI,South,10.38,4.19,-0.56
O100440,C13436,P200601,24-/2-3/,24-/2-8/,1,UPI,West,38.95,4.31,9.32
O100441,C10562,P224318,024-5/-28,24-/2-1/,1,Debit Card,Central,164.22,8.05,37.93
O100442,C12485,P215451,024-3/-12,024-3/-18,4,Credit Card,West,914.0,10.29,245.63
O100443,C15895,P246025,24-/2-5/,024-7/-11,1,Debit Card,East,95.15,8.55,2.87
O100444,C13354,P205274,025-5/-20,025-5/-27,5,UPI,East,171.86,6.05,71.29
O100445,C16170,P218226,2023-12-26,2023-12-29,4,PayPal,North,34.82,4.1,9.83
O100446,C10225,P243634,24-/2-2/,24-/2-7/,2,PayPal,North,55.49,5.86,19.11
O100447,C17444,P230926,2023-10-28,023-1/-2/,1,COD,East,2.92,0.88,-0.65
O100448,C14893,P245136,025-8/-19,025-8/-22,1,Credit Card,North,285.29,9.7,24.53
O100449,C17776,P219046,25-/2-1/,25-/2-5/,1,UPI,North,33.97,4.7,8.89
O100450,C16427,P208674,024-3/-26,024-3/-31,1,Credit Card,South,24.82,5.46,1.49
O100451,C17022,P219023,2024-10-15,2024-10-21,3,Credit Card,North,117.5,6.37,46.5
O100452,C10959,P221910,025-1/-17,025-1/-22,1,Debit Card,South,84.91,6.28,17.49
O100453,C15600,P248230,025-1/-25,025-1/-29,2,Credit Card,North,171.4,7.43,52.56
O100454,C14548,P211503,023-2/-3/,023-2/-8/,2,Debit Card,South,322.64,10.16,102.76
O100455,C13067,P248392,025-8/-18,025-8/-22,4,Credit Card,North,20.33,4.99,4.16
O100456,C17996,P247138,024-5/-14,024-5/-17,1,Credit Card,North,373.36,9.71,35.09
O100457,C10815,P205368,2023-10-25,023-1/-1/,1,Credit Card,South,9.09,1.68,2.41
O100458,C14754,P223527,24-/2-7/,024-2/-13,1,UPI,East,24.32,4.86,2.44
O100459,C17683,P245335,24-/2-4/,24-/2-8/,1,Credit Card,North,50.95,6.13,11.7
O100460,C14642,P222487,2023-11-25,023-2/-2/,1,Debit Card,East,10.62,3.07,0.65
O100461,C15311,P236593,024-2/-9/,2024-12-15,1,UPI,East,35.77,6.82,5.7
O100462,C13120,P210391,025-3/-16,025-3/-20,1,Debit Card,South,378.4,10.3,35.11
O100463,C17679,P209874,025-4/-17,025-4/-22,1,Credit Card,North,275.03,10.5,22.5
O100464,C10016,P203608,024-7/-13,024-7/-19,1,Debit Card,East,438.13,8.78,43.8
O100465,C17339,P230451,2023-12-20,2023-12-23,1,UPI,North,546.6,9.93,55.66
O100466,C11243,P239646,2024-11-15,2024-11-19,2,UPI,North,169.87,6.39,53.06
O100467,C12205,P233786,025-1/-29,25-/2-3/,1,Wallet,West,31.74,3.93,7.18
O100468,C12524,P227546,2023-11-16,2023-11-22,2,Credit Card,South,9.47,2.38,-1.62
O100469,C11069,P242378,25-/2-8/,025-7/-14,1,COD,Central,10.38,4.22,-3.39
O100470,C13444,P235268,024-5/-19,024-5/-22,1,Debit Card,North,29.12,4.34,5.85
O100471,C12565,P202667,024-9/-16,024-9/-21,2,COD,North,35.18,5.91,6.4
O100472,C16242,P242346,025-4/-20,025-4/-25,2,COD,West,196.47,7.58,47.43
O100473,C15864,P205230,025-1/-22,025-1/-25,2,Debit Card,North,103.41,7.14,5.27
O100474,C11060,P225720,025-5/-28,25-/2-1/,2,PayPal,South,264.98,9.88,64.31
O100475,C12327,P243023,024-3/-17,024-3/-23,1,PayPal,West,236.96,8.19,58.16
O100476,C13420,P237602,025-8/-23,025-8/-27,1,Credit Card,West,354.12,8.4,115.54
O100477,C16640,P201546,024-6/-29,24-/2-4/,4,Credit Card,East,208.36,8.14,75.2
O100478,C10301,P215050,024-5/-15,024-5/-20,2,COD,South,7.32,2.76,0.17
O100479,C14276,P247817,025-2/-23,25-/2-1/,1,Credit Card,West,2.66,2.17,-1.96
O100480,C10606,P230134,2023-10-12,2023-10-17,1,Credit Card,Central,12.34,4.32,0.0
O100481,C13170,P215640,024-1/-4/,024-1/-9/,1,COD,North,11.76,3.34,-2.4
O100482,C10699,P220828,025-1/-26,025-1/-30,1,Wallet,South,4.15,4.33,-2.46
O100483,C15088,P214284,025-6/-29,25-/2-6/,3,PayPal,South,212.19,7.03,88.46
O100484,C11139,P203423,24-/2-1/,24-/2-8/,1,Credit Card,East,1.84,0.52,-0.37
O100485,C10190,P228577,25-/2-2/,25-/2-8/,1,Debit Card,Central,6.03,2.9,-2.42
O100486,C12300,P219070,2023-11-20,2023-11-23,1,COD,North,207.59,6.94,55.34
O100487,C10980,P202332,024-5/-10,024-5/-15,1,Debit Card,West,143.18,6.85,43.26
O100488,C12975,P206066,25-/2-5/,25-/2-8/,1,PayPal,Central,87.81,7.66,16.93
O100489,C16102,P218040,25-/2-8/,025-7/-11,2,COD,North,36.9,5.58,11.02
O100490,C11184,P238806,25-/2-1/,25-/2-5/,3,Credit Card,North,65.64,5.99,20.27
O100491,C13327,P208583,25-/2-3/,25-/2-7/,2,Credit Card,Central,122.98,7.12,29.77
O100492,C13394,P238057,024-1/-26,024-1/-31,1,Credit Card,East,58.6,4.92,11.49
O100493,C10127,P222604,023-9/-21,023-9/-26,1,Credit Card,Central,187.07,9.02,43.36
O100494,C12065,P226564,24-/2-4/,24-/2-8/,1,Debit Card,Central,344.04,8.94,32.34
O100495,C11816,P233064,2024-10-13,2024-10-18,1,COD,East,8.68,2.56,-1.87
O100496,C15854,P222857,024-9/-19,024-9/-27,2,Credit Card,South,169.06,8.39,11.9
O100497,C16709,P228941,024-5/-19,024-5/-25,1,Credit Card,East,4.04,2.74,-0.92
O100498,C10569,P237962,025-5/-27,25-/2-1/,1,Credit Card,South,14.45,4.16,1.62
O100499,C15442,P238573,023-9/-29,023-0/-4/,1,Credit Card,East,137.2,7.11,31.31
O100500,C11895,P245565,24-/2-8/,024-5/-14,3,Debit Card,South,69.21,5.72,21.96
O100501,C12733,P225692,024-8/-18,024-8/-22,1,Credit Card,South,43.98,6.16,11.43
O100502,C13863,P216879,2023-11-19,2023-11-24,3,Debit Card,Central,1801.68,11.97,204.23
O100503,C14721,P235763,024-5/-19,024-5/-25,4,Debit Card,East,83.94,6.35,17.15
O100504,C17455,P216477,025-1/-28,25-/2-2/,1,Credit Card,South,157.28,6.82,40.36
O100505,C14014,P245680,025-6/-16,025-6/-24,1,PayPal,East,158.51,7.7,36.68
O100506,C12901,P206393,024-7/-23,024-7/-26,1,Credit Card,North,36.9,5.43,11.18
O100507,C11686,P233488,025-6/-12,025-6/-15,2,Credit Card,North,96.84,8.92,34.66
O100508,C13009,P221459,024-1/-17,024-1/-21,1,UPI,West,159.61,8.71,10.44
O100509,C17806,P239093,024-6/-10,024-6/-15,1,UPI,South,50.23,7.63,6.43
O100510,C10154,P212554,024-5/-11,024-5/-16,1,PayPal,West,295.85,9.0,26.5
O100511,C12537,P237867,023-1/-1/,023-1/-6/,1,PayPal,South,165.27,6.17,13.66
O100512,C11409,P212568,24-/2-3/,24-/2-7/,1,Wallet,West,63.33,6.9,10.83
O100513,C14057,P236794,024-7/-18,024-7/-22,1,Debit Card,North,4.76,3.8,-1.66
O100514,C10784,P245015,25-/2-6/,025-8/-10,2,COD,West,3188.66,10.09,372.55
O100515,C13175,P205057,2023-10-24,2023-10-28,1,UPI,North,46.39,6.43,7.49
O100516,C17560,P217490,025-5/-31,25-/2-4/,1,Debit Card,North,209.4,7.62,51.01
O100517,C17978,P205305,025-9/-11,025-9/-16,1,Credit Card,East,66.63,6.72,-1.39
O100518,C14341,P232740,025-7/-20,025-7/-25,1,Credit Card,South,467.92,8.06,122.96
O100519,C17343,P244682,025-2/-18,025-2/-22,1,UPI,West,357.73,8.26,34.67
O100520,C17206,P224118,025-4/-29,25-/2-3/,1,PayPal,Central,86.07,7.68,18.14
O100521,C15596,P206674,2024-11-22,2024-11-26,1,Debit Card,West,12.07,4.31,1.12
O100522,C15801,P242331,025-5/-15,025-5/-20,1,Debit Card,West,256.79,8.25,63.65
O100523,C12806,P224998,025-7/-24,025-7/-27,2,COD,North,50.56,6.8,10.9
O100524,C10537,P215316,023-2/-5/,2023-12-11,5,Wallet,West,368.39,8.73,35.48
O100525,C15986,P216217,024-6/-17,024-6/-25,1,Credit Card,South,22.12,4.11,3.63
O100526,C11841,P202005,024-1/-29,24-/2-2/,1,PayPal,South,173.01,8.93,11.83
O100527,C15016,P245509,2024-10-19,2024-10-26,1,PayPal,East,176.9,8.52,41.01
O100528,C12455,P214602,2024-12-12,2024-12-15,2,Credit Card,North,5.52,2.33,-1.89
O100529,C10524,P221645,024-4/-19,024-4/-24,1,Debit Card,West,9.49,4.32,-0.52
O100530,C16971,P245371,024-9/-16,024-9/-23,1,PayPal,East,72.1,7.03,1.62
O100531,C15625,P213987,25-/2-2/,25-/2-8/,1,COD,East,23.26,3.6,-1.74
O100532,C12950,P249915,025-7/-22,025-7/-26,1,COD,North,179.87,7.48,42.88
O100533,C17992,P213543,25-/2-1/,25-/2-7/,4,Credit Card,South,133.16,8.25,38.36
O100534,C14131,P227944,25-/2-7/,025-2/-11,1,Credit Card,South,65.28,8.9,10.68
O100535,C14780,P209144,2024-12-15,2024-12-20,1,Credit Card,South,13.25,4.08,0.56
O100536,C14115,P243882,25-/2-9/,025-2/-15,1,Credit Card,South,25.97,4.12,4.97
O100537,C12368,P238459,025-2/-18,025-2/-23,1,Debit Card,East,821.32,8.32,90.24
O100538,C13847,P239827,2023-12-27,24-/2-2/,5,Credit Card,East,133.43,7.09,30.27
O100539,C16655,P230741,24-/2-8/,024-5/-11,1,PayPal,Central,520.69,8.24,54.24
O100540,C14495,P204479,025-2/-24,25-/2-1/,1,COD,West,2.95,2.35,-1.17
O100541,C12701,P204198,2023-10-26,023-1/-1/,1,UPI,West,59.18,6.62,9.95
O100542,C10971,P209091,025-2/-28,25-/2-3/,2,Credit Card,North,514.26,8.18,135.81
O100543,C16002,P247836,2023-11-26,023-2/-2/,3,Credit Card,South,579.24,9.03,60.48
O100544,C16614,P204205,25-/2-9/,025-7/-14,2,Debit Card,East,46.55,6.41,12.21
O100545,C11166,P203641,024-7/-19,024-7/-24,1,Debit Card,East,21.95,3.79,2.36
O100546,C15211,P203543,024-9/-26,024-9/-30,1,Credit Card,North,161.44,7.03,38.17
O100547,C17521,P248192,025-7/-13,025-7/-18,1,Debit Card,East,33.84,5.55,7.99
O100548,C14929,P205591,2024-11-13,2024-11-16,5,Debit Card,North,2617.7,10.62,303.5
O100549,C15919,P244601,2023-11-29,023-2/-2/,1,Debit Card,North,86.08,5.45,18.65
O100550,C12774,P229341,024-2/-16,024-2/-20,1,Wallet,Central,60.45,6.16,21.04
O100551,C11982,P229055,024-4/-16,024-4/-21,1,COD,West,104.25,6.87,22.32
O100552,C10853,P206116,24-/2-4/,24-/2-8/,1,Debit Card,West,88.73,6.31,24.75
O100553,C14146,P200761,025-4/-17,025-4/-24,3,PayPal,West,47.91,8.5,8.27
O100554,C13736,P202407,2024-10-19,2024-10-26,1,Credit Card,East,14.11,3.5,1.44
O100555,C13769,P231594,024-7/-20,024-7/-24,2,PayPal,West,31.17,3.74,-1.25
O100556,C10574,P200885,25-/2-4/,25-/2-8/,5,PayPal,North,280.75,10.5,87.76
O100557,C13261,P232195,023-0/-7/,2023-10-12,1,Credit Card,East,48.37,4.57,12.36
O100558,C11148,P235411,024-3/-21,024-3/-25,1,PayPal,West,7.31,2.23,0.69
O100559,C16293,P227819,25-/2-9/,025-7/-12,5,Credit Card,North,385.9,9.53,98.52
O100560,C16457,P211125,025-3/-24,025-3/-31,1,UPI,East,49.36,5.82,8.0
O100561,C16713,P221494,025-5/-29,25-/2-2/,5,Credit Card,North,21.29,4.71,4.87
O100562,C17509,P234236,025-1/-28,25-/2-2/,1,Debit Card,South,8.59,3.7,0.17
O100563,C16448,P224585,025-2/-16,025-2/-20,1,Credit Card,West,133.63,7.13,53.0
O100564,C11715,P222045,024-1/-12,024-1/-16,3,Credit Card,West,409.95,7.62,41.57
O100565,C14777,P222447,024-8/-22,024-8/-25,3,Debit Card,Central,16.23,4.93,1.56
O100566,C14933,P246134,025-2/-22,025-2/-26,1,COD,South,63.69,4.6,17.69
O100567,C13854,P239783,24-/2-9/,024-7/-13,1,Debit Card,South,47.8,4.74,11.99
O100568,C15173,P226238,024-4/-28,24-/2-2/,1,Credit Card,West,445.86,9.26,44.24
O100569,C17146,P239091,25-/2-6/,025-7/-10,3,COD,West,68.55,5.2,22.22
O100570,C12491,P241703,025-2/-28,25-/2-4/,1,Debit Card,West,9.18,4.56,-0.43
O100571,C12660,P235196,025-7/-24,025-7/-30,2,Credit Card,East,156.68,11.05,35.95
O100572,C17136,P211685,025-1/-11,025-1/-16,1,PayPal,South,29.11,8.32,0.41
O100573,C16407,P212738,024-4/-13,024-4/-17,1,Credit Card,North,145.03,7.12,10.28
O100574,C13124,P242076,024-4/-11,024-4/-14,1,PayPal,North,218.21,7.13,69.24
O100575,C15691,P248647,25-/2-6/,25-/2-9/,1,PayPal,North,181.75,7.98,42.91
O100576,C13051,P215772,025-1/-28,25-/2-4/,1,Debit Card,South,76.09,6.77,19.86
O100577,C17787,P210633,025-1/-23,025-1/-26,1,Debit Card,North,4.55,0.8,0.79
